route_id,stop_sequence,stop_id,stop_name_raw,source_file,source_page,effective_from,effective_until,source_last_updated,freshness_as_of,freshness_status
1A,1,bus-terminal-prambanan-fabbab31,Terminal Prambanan,trans-jogja.csv,,,,,2026-09-12,unverified
1A,2,bus-edotel-kalasan-2-9b48bce6,TPB Edotel Kalasan 2,trans-jogja.csv,,,,,2026-09-12,unverified
1A,3,bus-rs-bhayangkara-c2217522,RS Bhayangkara,trans-jogja.csv,,,,,2026-09-12,unverified
1A,4,bus-pasar-kalasan-a79eab4a,Portable Pasar Kalasan,trans-jogja.csv,,,,,2026-09-12,unverified
1A,5,bus-cupuwatu-ac95b213,Cupuwatu,trans-jogja.csv,,,,,2026-09-12,unverified
1A,6,bus-jalan-solo-kr-2-9c904b99,Halte Jl. Solo KR 2,trans-jogja.csv,,,,,2026-09-12,unverified
1A,7,bus-bandara-adisucipto-545ec9b5,Halte TJ Bandara Adisucipto,trans-jogja.csv,,,,,2026-09-12,unverified
1A,8,bus-hyundai-9b4bda77,Halte Hyundai,trans-jogja.csv,,,,,2026-09-12,unverified
1A,9,bus-jalan-solo-jayakarta-1c449de7,Halte Jl. Solo (Jayakarta),trans-jogja.csv,,,,,2026-09-12,unverified
1A,10,bus-janti-selatan-bawah-jembatan-04f06a52,Halte Janti Selatan (Bawah Jembatan),trans-jogja.csv,,,,,2026-09-12,unverified
1A,11,bus-ambarukmo-ca38052e,Halte Ambarukmo,trans-jogja.csv,,,,,2026-09-12,unverified
1A,12,bus-gedung-wanita-763bc43c,Halte Gedung Wanita,trans-jogja.csv,,,,,2026-09-12,unverified
1A,13,bus-lpp-80c48bc4,Halte LPP,trans-jogja.csv,,,,,2026-09-12,unverified
1A,14,bus-superindo-urip-sumoharjo-9f223797,Halte Superindo Urip Sumoharjo,trans-jogja.csv,,,,,2026-09-12,unverified
1A,15,bus-rs-bethesda-634b544c,Halte RS Bethesda,trans-jogja.csv,,,,,2026-09-12,unverified
1A,16,bus-sudirman-bumiputera-453f2846,Halte Sudirman Bumiputera,trans-jogja.csv,,,,,2026-09-12,unverified
1A,17,bus-mangkubumi-1-c45ff36a,Halte Mangkubumi 1,trans-jogja.csv,,,,,2026-09-12,unverified
1A,18,bus-mangkubumi-2-f24a8c2b,Halte Mangkubumi 2,trans-jogja.csv,,,,,2026-09-12,unverified
1A,19,bus-eks-menara-kopi-n-a0aeefe1,Eks Menara Kopi (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
1A,20,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
1A,21,bus-eks-menara-kopi-s-dd0efb75,Eks Menara Kopi (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
1A,22,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
1A,23,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
1A,24,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
1A,25,bus-taman-pintar-1b9e094b,Taman Pintar,trans-jogja.csv,,,,,2026-09-12,unverified
1A,26,bus-jalan-mayor-suryotomo-1-c556f1ef,TPB Jl. Mayor Suryotomo 1,trans-jogja.csv,,,,,2026-09-12,unverified
1A,27,bus-progo-e27cb7fc,Halte Progo,trans-jogja.csv,,,,,2026-09-12,unverified
1A,28,bus-jalan-mataram-hotel-akur-bfbbe7b3,Halte Jl. Mataram Hotel Akur,trans-jogja.csv,,,,,2026-09-12,unverified
1A,29,bus-teras-malioboro-2-d4789a15,Portable Teras Malioboro 2,trans-jogja.csv,,,,,2026-09-12,unverified
1A,30,bus-eks-menara-kopi-n-a0aeefe1,Eks Menara Kopi (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
1A,31,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
1A,32,bus-ykpn-8f047ea0,Halte TJ YKPN,trans-jogja.csv,,,,,2026-09-12,unverified
1A,33,bus-demangan-d2a020bd,TPB Demangan,trans-jogja.csv,,,,,2026-09-12,unverified
1A,34,bus-solo-sma-debrito-1edde087,Halte TJ Solo (SMA Debrito),trans-jogja.csv,,,,,2026-09-12,unverified
1A,35,bus-ambarukmo-plaza-2-565c1eec,Ambarukmo Plaza 2,trans-jogja.csv,,,,,2026-09-12,unverified
1A,36,bus-janti-selatan-bawah-jembatan-04f06a52,Halte Janti Selatan (Bawah Jembatan),trans-jogja.csv,,,,,2026-09-12,unverified
1A,37,bus-janti-utara-95bc8d19,Halte Janti Utara,trans-jogja.csv,,,,,2026-09-12,unverified
1A,38,bus-manna-kampus-transmart-maguwo-85fe6e11,TPB Manna Kampus- Transmart Maguwo,trans-jogja.csv,,,,,2026-09-12,unverified
1A,39,bus-kantor-wilayah-djpb-f617b1d2,Kantor Wilayah DJPb,trans-jogja.csv,,,,,2026-09-12,unverified
1A,40,bus-jalan-solo-maguwo-1f37f812,Halte Jl. Solo Maguwo,trans-jogja.csv,,,,,2026-09-12,unverified
1A,41,bus-bandara-adisucipto-545ec9b5,Halte TJ Bandara Adisucipto,trans-jogja.csv,,,,,2026-09-12,unverified
1A,42,bus-makam-sorogenen-1814bab5,TPB Makam Sorogenen,trans-jogja.csv,,,,,2026-09-12,unverified
1A,43,bus-jalan-solo-kr-1-9ae31760,TPB Jl. Solo KR 1,trans-jogja.csv,,,,,2026-09-12,unverified
1A,44,bus-bpd-kalasan-c034d3b7,BPD Kalasan,trans-jogja.csv,,,,,2026-09-12,unverified
1A,45,bus-jalan-solo-kalasan-9e89bd29,TPB Jl. Solo Kalasan,trans-jogja.csv,,,,,2026-09-12,unverified
1A,46,bus-rs-bhayangkara-c2217522,TPB Rs. Bhayangkara,trans-jogja.csv,,,,,2026-09-12,unverified
1A,47,bus-edotel-kalasan-1-a343eedf,TPB Edotel Kalasan 1,trans-jogja.csv,,,,,2026-09-12,unverified
1A,48,bus-terminal-prambanan-fabbab31,Terminal Prambanan,trans-jogja.csv,,,,,2026-09-12,unverified
1B,1,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
1B,2,bus-kha-dahlan-n-3fb74d20,Halte KHA Dahlan (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
1B,3,bus-taman-pintar-1b9e094b,Taman Pintar,trans-jogja.csv,,,,,2026-09-12,unverified
1B,4,bus-pakualaman-afc81afa,Pakualaman,trans-jogja.csv,,,,,2026-09-12,unverified
1B,5,bus-taman-makam-pahlawan-n-ca938221,Taman Makam Pahlawan (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
1B,6,bus-makam-gajah-n-5baf9986,Makam Gajah (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
1B,7,bus-sgm-kusumanegara-n-ff7fc910,SGM Kusumanegara (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
1B,8,bus-gedung-juang-45-3299e2b0,Gedung Juang 45,trans-jogja.csv,,,,,2026-09-12,unverified
1B,9,bus-jec-5c342f7d,JEC,trans-jogja.csv,,,,,2026-09-12,unverified
1B,10,bus-blok-o-b354f518,Blok O,trans-jogja.csv,,,,,2026-09-12,unverified
1B,11,bus-janti-utara-95bc8d19,Halte Janti Utara,trans-jogja.csv,,,,,2026-09-12,unverified
1B,12,bus-manna-kampus-d2f38df1,TPB Manna Kampus,trans-jogja.csv,,,,,2026-09-12,unverified
1B,13,bus-transmart-maguwo-83e44d9b,Transmart Maguwo,trans-jogja.csv,,,,,2026-09-12,unverified
1B,14,bus-kantor-wilayah-djpb-f617b1d2,Kantor Wilayah DJPb,trans-jogja.csv,,,,,2026-09-12,unverified
1B,15,bus-jalan-solo-maguwo-1f37f812,Halte Jl. Solo Maguwo,trans-jogja.csv,,,,,2026-09-12,unverified
1B,16,bus-bandara-adisucipto-545ec9b5,Halte TJ Bandara Adisucipto,trans-jogja.csv,,,,,2026-09-12,unverified
1B,17,bus-hyundai-9b4bda77,Halte Hyundai,trans-jogja.csv,,,,,2026-09-12,unverified
1B,18,bus-jalan-solo-jayakarta-1c449de7,Halte Jl. Solo (Jayakarta),trans-jogja.csv,,,,,2026-09-12,unverified
1B,19,bus-janti-utara-95bc8d19,Halte Janti Utara,trans-jogja.csv,,,,,2026-09-12,unverified
1B,20,bus-mall-sahid-j-walk-9eace41d,Halte Mall Sahid J-Walk,trans-jogja.csv,,,,,2026-09-12,unverified
1B,21,bus-tambak-bayan-1-6c8972ca,TPB Tambak Bayan 1,trans-jogja.csv,,,,,2026-09-12,unverified
1B,22,bus-ruko-babarsari-3ba71551,TPB Ruko Babarsari,trans-jogja.csv,,,,,2026-09-12,unverified
1B,23,bus-kledokan-6604b0d7,Kledokan,trans-jogja.csv,,,,,2026-09-12,unverified
1B,24,bus-pasar-angkasa-e-020347ed,Pasar Angkasa (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
1B,25,bus-rs-dr-s-hardjolukito-f33f9e2c,Halte RS dr.S.HARDJOLUKITO,trans-jogja.csv,,,,,2026-09-12,unverified
1B,26,bus-wonocatur-664b8ba7,Wonocatur,trans-jogja.csv,,,,,2026-09-12,unverified
1B,27,bus-bkpm-diy-c690757d,TPB BKPM DIY,trans-jogja.csv,,,,,2026-09-12,unverified
1B,28,bus-kusumanegara-gembira-loka-d17c1b91,Halte Kusumanegara (Gembira Loka),trans-jogja.csv,,,,,2026-09-12,unverified
1B,29,bus-sgm-kusumanegara-s-c3683ba7,Halte SGM Kusumanegara (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
1B,30,bus-makam-gajah-s-7e2af406,TPB Makam Gajah (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
1B,31,bus-taman-makam-pahlawan-s-b570770d,Taman Makam Pahlawan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
1B,32,bus-pasar-sentul-s-84478365,Pasar Sentul (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
1B,33,bus-museum-biologi-1a19a994,Museum Biologi,trans-jogja.csv,,,,,2026-09-12,unverified
1B,34,bus-suryotomo-9ab084b2,Suryotomo,trans-jogja.csv,,,,,2026-09-12,unverified
1B,35,bus-progo-e27cb7fc,Progo,trans-jogja.csv,,,,,2026-09-12,unverified
1B,36,bus-jalan-mataram-hotel-akur-bfbbe7b3,Jl. Mataram Hotel Akur,trans-jogja.csv,,,,,2026-09-12,unverified
1B,37,bus-teras-malioboro-2-d4789a15,Portable Teras Malioboro 2,trans-jogja.csv,,,,,2026-09-12,unverified
1B,38,bus-abu-bakar-ali-953e3c6d,Halte Abu Bakar Ali,trans-jogja.csv,,,,,2026-09-12,unverified
1B,39,bus-abadi-hotel-jogja-ae73687b,Abadi Hotel Jogja,trans-jogja.csv,,,,,2026-09-12,unverified
1B,40,bus-yogyakarta-0b7ac635,Stasiun Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
1B,41,bus-jlagran-402c26ac,Jlagran,trans-jogja.csv,,,,,2026-09-12,unverified
1B,42,bus-letjen-suprapto-73f7595c,Letjen Suprapto,trans-jogja.csv,,,,,2026-09-12,unverified
1B,43,bus-sdn-gedong-tengen-fb792715,SDN Gedong Tengen,trans-jogja.csv,,,,,2026-09-12,unverified
1B,44,bus-ks-tubun-aa0fe678,KS Tubun,trans-jogja.csv,,,,,2026-09-12,unverified
1B,45,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
2A,1,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
2A,2,bus-rru-manggung-53668e66,TPB RRU Manggung,trans-jogja.csv,,,,,2026-09-12,unverified
2A,3,bus-monjali-s-cbddf0a1,Monjali (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2A,4,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
2A,5,bus-monjali-n-7719f0b6,Monjali (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
2A,6,bus-pdam-monjali-d9f381ae,PDAM Monjali,trans-jogja.csv,,,,,2026-09-12,unverified
2A,7,bus-spbu-monjali-e-8ca8e172,SPBU Monjali (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2A,8,bus-karangjati-e-18a90a3c,Karangjati (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2A,9,bus-batas-kota-jalan-monjali-timur-b05b374d,Batas Kota Jl. Monjali Timur,trans-jogja.csv,,,,,2026-09-12,unverified
2A,10,bus-a-m-sangaji-e-43a1c92b,Halte A.M. Sangaji (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2A,11,bus-pasar-kranggan-e-a032bc95,Pasar Kranggan (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2A,12,bus-mangkubumi-1-c45ff36a,Halte Mangkubumi 1,trans-jogja.csv,,,,,2026-09-12,unverified
2A,13,bus-mangkubumi-2-f24a8c2b,Halte Mangkubumi 2,trans-jogja.csv,,,,,2026-09-12,unverified
2A,14,bus-eks-menara-kopi-n-a0aeefe1,Eks Menara Kopi (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
2A,15,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
2A,16,bus-eks-menara-kopi-s-dd0efb75,Eks Menara Kopi (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2A,17,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
2A,18,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
2A,19,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
2A,20,bus-taman-pintar-1b9e094b,Taman Pintar,trans-jogja.csv,,,,,2026-09-12,unverified
2A,21,bus-jogjatronik-061d67dd,Jogjatronik,trans-jogja.csv,,,,,2026-09-12,unverified
2A,22,bus-katamso-1-purawisata-5990e6fb,TPB Katamso 1 (Purawisata),trans-jogja.csv,,,,,2026-09-12,unverified
2A,23,bus-sdn-kintelan-e54b7bb2,SDN Kintelan,trans-jogja.csv,,,,,2026-09-12,unverified
2A,24,bus-kol-sugiono-1-pujokusuman-ba46a3cf,Halte Kol.Sugiono 1 (Pujokusuman),trans-jogja.csv,,,,,2026-09-12,unverified
2A,25,bus-eks-stie-kerjasama-57790499,Eks STIE Kerjasama,trans-jogja.csv,,,,,2026-09-12,unverified
2A,26,bus-rsi-hidayatullah-f2e5ddcc,Halte Rsi Hidayatullah,trans-jogja.csv,,,,,2026-09-12,unverified
2A,27,bus-gambiran-2-jalan-veteran-kota-1d0703dd,TPB Gambiran 2 Jl. Veteran Kota,trans-jogja.csv,,,,,2026-09-12,unverified
2A,28,bus-jalan-perintis-kemerdekaan-08047d39,Jl. Perintis Kemerdekaan,trans-jogja.csv,,,,,2026-09-12,unverified
2A,29,bus-ngeksigondo-diklat-pu-ba0f9bc7,Halte Ngeksigondo Diklat Pu,trans-jogja.csv,,,,,2026-09-12,unverified
2A,30,bus-smp-9-kota-a0cfd8bc,TPB SMP 9 Kota,trans-jogja.csv,,,,,2026-09-12,unverified
2A,31,bus-gedong-kuning-657f51a3,Halte Gedong Kuning,trans-jogja.csv,,,,,2026-09-12,unverified
2A,32,bus-pilar-1-gedong-kuning-kota-31b75629,TPB Pilar 1 Gedong Kuning Kota,trans-jogja.csv,,,,,2026-09-12,unverified
2A,33,bus-banguntapan-1-gedong-kuning-50b8a187,TPB Banguntapan 1 Gedong Kuning,trans-jogja.csv,,,,,2026-09-12,unverified
2A,34,bus-gembira-loka-746e2bf0,Gembira Loka,trans-jogja.csv,,,,,2026-09-12,unverified
2A,35,bus-sgm-kusumanegara-s-c3683ba7,SGM Kusumanegara (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2A,36,bus-makam-gajah-s-7e2af406,Makam Gajah (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2A,37,bus-kppn-jalan-cendana-52add500,KPPN (Jl. Cendana),trans-jogja.csv,,,,,2026-09-12,unverified
2A,38,bus-gor-among-rogo-e2afbc5d,TPB GOR Among Rogo,trans-jogja.csv,,,,,2026-09-12,unverified
2A,39,bus-kenari-1-4439a100,Halte Kenari 1,trans-jogja.csv,,,,,2026-09-12,unverified
2A,40,bus-smp-kanisius-gayam-w-ae552fef,SMP Kanisius Gayam (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2A,41,bus-eks-bioskop-mataram-fcd6b8b6,TPB Eks Bioskop Mataram,trans-jogja.csv,,,,,2026-09-12,unverified
2A,42,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
2A,43,bus-ukdw-ac100776,UKDW,trans-jogja.csv,,,,,2026-09-12,unverified
2A,44,bus-rs-bethesda-634b544c,Halte RS Bethesda,trans-jogja.csv,,,,,2026-09-12,unverified
2A,45,bus-cik-di-tiro-2-c9609bbb,Halte TJ Cik Di Tiro 2,trans-jogja.csv,,,,,2026-09-12,unverified
2A,46,bus-smpn-1-yogyakarta-f7500491,TPB SMPN 1 Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
2A,47,bus-colombo-kosudgama-d0852f9e,Halte TJ Colombo (Kosudgama),trans-jogja.csv,,,,,2026-09-12,unverified
2A,48,bus-jalan-colombo-uny-29a043e3,TPB Jl. Colombo (UNY),trans-jogja.csv,,,,,2026-09-12,unverified
2A,49,bus-plaza-uny-9f5e7dd7,Plaza UNY,trans-jogja.csv,,,,,2026-09-12,unverified
2A,50,bus-santren-1292f082,Halte Santren,trans-jogja.csv,,,,,2026-09-12,unverified
2A,51,bus-prayan-w-756ecdc4,Halte Prayan (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2A,52,bus-spbu-condongcatur-w-a4e66ecc,SPBU Condongcatur (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2A,53,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
2B,1,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
2B,2,bus-spbu-condongcatur-e-794333df,SPBU Condongcatur (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2B,3,bus-prayan-e-d22ce9c8,Halte Prayan (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2B,4,bus-susteran-novisiat-33aaae59,TPB Susteran Novisiat,trans-jogja.csv,,,,,2026-09-12,unverified
2B,5,bus-sanata-dharma-25692b3b,Halte Sanata Dharma,trans-jogja.csv,,,,,2026-09-12,unverified
2B,6,bus-jalan-colombo-samirono-0f6c71b2,JL Colombo (Samirono),trans-jogja.csv,,,,,2026-09-12,unverified
2B,7,bus-jalan-colombo-panti-rapih-bfea009f,JL Colombo (Panti Rapih),trans-jogja.csv,,,,,2026-09-12,unverified
2B,8,bus-panti-rapih-9daeebbb,TPB Panti Rapih,trans-jogja.csv,,,,,2026-09-12,unverified
2B,9,bus-cik-di-tiro-1-c10dd170,Halte Cik Di Tiro 1,trans-jogja.csv,,,,,2026-09-12,unverified
2B,10,bus-bulog-970050c0,Halte Bulog,trans-jogja.csv,,,,,2026-09-12,unverified
2B,11,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
2B,12,bus-lempuyangan-gudang-n-dc79fb4e,Lempuyangan Gudang (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
2B,13,bus-lempuyangan-1f307a91,Stasiun Lempuyangan,trans-jogja.csv,,,,,2026-09-12,unverified
2B,14,bus-smp-kanisius-gayam-e-3c37e1d9,TPB SMP Kanisius Gayam (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
2B,15,bus-kenari-2-e7e409cf,Halte TJ Kenari 2,trans-jogja.csv,,,,,2026-09-12,unverified
2B,16,bus-among-rogo-kota-4654767a,TPB Among Rogo Kota,trans-jogja.csv,,,,,2026-09-12,unverified
2B,17,bus-makam-gajah-n-5baf9986,Makam Gajah (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
2B,18,bus-sgm-kusumanegara-n-ff7fc910,SGM Kusumanegara (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
2B,19,bus-gedung-juang-45-3299e2b0,Gedung Juang 45,trans-jogja.csv,,,,,2026-09-12,unverified
2B,20,bus-gedong-kuning-banguntapan-ccef67ea,Gedong Kuning Banguntapan,trans-jogja.csv,,,,,2026-09-12,unverified
2B,21,bus-poltekkes-bsi-a1e35c13,TPB Poltekkes BSI,trans-jogja.csv,,,,,2026-09-12,unverified
2B,22,bus-kehutanan-gedongkuning-d6464bd8,TPB Kehutanan Gedongkuning,trans-jogja.csv,,,,,2026-09-12,unverified
2B,23,bus-smp-9-basen-5068183c,TPB SMP 9 Basen,trans-jogja.csv,,,,,2026-09-12,unverified
2B,24,bus-ngeksigondo-basen-66d681be,Halte Ngeksigondo Basen,trans-jogja.csv,,,,,2026-09-12,unverified
2B,25,bus-jalan-perintis-kemerdekaan-s-0ce14968,Jl. Perintis Kemerdekaan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2B,26,bus-gambiran-1-b1d95bb9,TPB Gambiran 1,trans-jogja.csv,,,,,2026-09-12,unverified
2B,27,bus-jalan-veteran-d6be785d,TPB Jl. Veteran,trans-jogja.csv,,,,,2026-09-12,unverified
2B,28,bus-psky-255eae47,Halte PSKY,trans-jogja.csv,,,,,2026-09-12,unverified
2B,29,bus-pasar-sepeda-tunjungsari-c4695341,TPB Pasar Sepeda Tunjungsari,trans-jogja.csv,,,,,2026-09-12,unverified
2B,30,bus-sugiono-2-940b3592,Halte Sugiono 2,trans-jogja.csv,,,,,2026-09-12,unverified
2B,31,bus-purawisata-39337894,TPB Purawisata,trans-jogja.csv,,,,,2026-09-12,unverified
2B,32,bus-katamso-2-41ce8750,Halte Katamso 2,trans-jogja.csv,,,,,2026-09-12,unverified
2B,33,bus-senopati-6e9010fe,Senopati,trans-jogja.csv,,,,,2026-09-12,unverified
2B,34,bus-kha-dahlan-s-065936ef,Halte KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2B,35,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
2B,36,bus-pasar-serangan-0fab18f3,TPB Pasar Serangan,trans-jogja.csv,,,,,2026-09-12,unverified
2B,37,bus-cokroaminoto-sma-1-63bf5f7a,Halte Cokroaminoto SMA 1,trans-jogja.csv,,,,,2026-09-12,unverified
2B,38,bus-smpn-11-aa0a8dda,Halte SMPN 11,trans-jogja.csv,,,,,2026-09-12,unverified
2B,39,bus-eks-perpusda-80a03598,Eks Perpusda,trans-jogja.csv,,,,,2026-09-12,unverified
2B,40,bus-smp-n-14-86dc3cfa,Halte SMP N 14,trans-jogja.csv,,,,,2026-09-12,unverified
2B,41,bus-hotel-utara-ea824463,Hotel Utara,trans-jogja.csv,,,,,2026-09-12,unverified
2B,42,bus-eks-borobudur-plaza-9ab82812,Eks Borobudur Plaza,trans-jogja.csv,,,,,2026-09-12,unverified
2B,43,bus-smk-n-3-b9368922,SMK N 3,trans-jogja.csv,,,,,2026-09-12,unverified
2B,44,bus-am-sangaji-w-aa483780,AM Sangaji (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2B,45,bus-batas-kota-jalan-monjali-w-68b41405,Batas Kota Jl. Monjali (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2B,46,bus-karangjati-w-693f50d8,Karangjati (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2B,47,bus-spbu-monjali-w-7e90b609,SPBU Monjali (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2B,48,bus-pdam-monjali-w-de8c4f3e,PDAM Monjali (Barat),trans-jogja.csv,,,,,2026-09-12,unverified
2B,49,bus-monjali-s-cbddf0a1,Monjali (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
2B,50,bus-terminal-jombor-536d39cc,Terminal Jombor,trans-jogja.csv,,,,,2026-09-12,unverified
2B,51,bus-monjali-n-7719f0b6,Monjali (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
2B,52,bus-rru-kentungan-132fb3e0,Halte TJ RRU Kentungan,trans-jogja.csv,,,,,2026-09-12,unverified
2B,53,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
3A,1,bus-terminal-condongcatur-fcb890e4,Terminal Condong Catur,trans-jogja.csv,,,,,2026-09-12,unverified
3A,2,bus-rru-manggung-53668e66,TPB RRU Manggung,trans-jogja.csv,,,,,2026-09-12,unverified
3A,3,bus-hokben-jakal-e-d425d6fc,Hokben Jakal (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
3A,4,bus-mcd-jakal-f29584d4,TPB McD Jakal,trans-jogja.csv,,,,,2026-09-12,unverified
3A,5,bus-biologi-ugm-b03972b2,Biologi UGM,trans-jogja.csv,,,,,2026-09-12,unverified
3A,6,bus-rs-sardjito-e-a2691dbb,Halte RS Sardjito (Timur),trans-jogja.csv,,,,,2026-09-12,unverified
3A,7,bus-fkg-ugm-n-14f6b4a2,FKG UGM (Utara),trans-jogja.csv,,,,,2026-09-12,unverified
3A,8,bus-gik-ugm-5b041db4,Halte GIK UGM,trans-jogja.csv,,,,,2026-09-12,unverified
3A,9,bus-panti-rapih-9daeebbb,TPB Panti Rapih,trans-jogja.csv,,,,,2026-09-12,unverified
3A,10,bus-cik-di-tiro-1-c10dd170,Halte Cik Di Tiro 1,trans-jogja.csv,,,,,2026-09-12,unverified
3A,11,bus-bulog-970050c0,Halte Bulog,trans-jogja.csv,,,,,2026-09-12,unverified
3A,12,bus-kridosono-2bc75039,Halte Kridosono,trans-jogja.csv,,,,,2026-09-12,unverified
3A,13,bus-eks-menara-kopi-s-dd0efb75,Eks Menara Kopi (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
3A,14,bus-malioboro-1-b886c248,Halte Malioboro 1,trans-jogja.csv,,,,,2026-09-12,unverified
3A,15,bus-malioboro-2-kepatihan-edeea5b5,Halte Malioboro 2 (Kepatihan),trans-jogja.csv,,,,,2026-09-12,unverified
3A,16,bus-malioboro-3-d1dc4d12,Halte Malioboro 3,trans-jogja.csv,,,,,2026-09-12,unverified
3A,17,bus-kha-dahlan-s-065936ef,KHA Dahlan (Selatan),trans-jogja.csv,,,,,2026-09-12,unverified
3A,18,bus-ngabean-4b97c318,Halte Ngabean,trans-jogja.csv,,,,,2026-09-12,unverified
3A,19,bus-tamansari-7a17b638,Portable Tamansari,trans-jogja.csv,,,,,2026-09-12,unverified
3A,20,bus-mt-haryono-1-jokteng-kulon-be1d0306,TPB MT Haryono 1 (Jokteng Kulon),trans-jogja.csv,,,,,2026-09-12,unverified
3A,21,bus-jalan-mayjen-sutoyo-plengkung-gading-e73901f8,TPB Jl. Mayjen Sutoyo (Plengkung Gading),trans-jogja.csv,,,,,2026-09-12,unverified
3A,22,bus-kol-sugiono-1-pujokusuman-ba46a3cf,Halte Kol. Sugiono 1 (Pujokusuman),trans-jogja.csv,,,,,2026-09-12,unverified
3A,23,bus-lowanu-792a5ebc,TPB Lowanu,trans-jogja.csv,,,,,2026-09-12,unverified
3A,24,bus-unu-yogyakarta-56921deb,TPB UNU Yogyakarta,trans-jogja.csv,,,,,2026-09-12,unverified
3A,25,bus-widya-wiwaha-1-70c25809,TPB Widya Wiwaha 1,trans-jogja.csv,,,,,2026-09-12,unverified
